"cluster_1","cluster_2","cluster_3"
0.999999266998475,7.3300152538339e-07,6.35438749492273e-21
0.999999999535262,4.64737770809636e-10,1.92957371817532e-26
0.000219385613043963,0.999774739300132,5.87508682385377e-06
0.999999986962564,1.30374359672125e-08,2.5229673684772e-24
5.52831305118406e-27,3.95878687310761e-05,0.999960412131269
5.38665224720103e-24,0.0538266898732743,0.946173310126726
0.999998996488108,1.00351189232357e-06,1.34958008849781e-20
3.29805700957394e-07,0.9997238456886,0.000275824505698973
1.18766165599582e-33,3.24183119206056e-07,0.999999675816881
0.999999999721635,2.78364677937652e-10,1.49395554586672e-27
1.14813404436675e-31,1.81945888068168e-06,0.999998180541119
0.999996731089946,3.26891005395068e-06,1.12737426882028e-19
0.99999998924544,1.07545595681434e-08,2.99374235376368e-26
7.53686189090161e-06,0.999991367224145,1.09591396422519e-06
3.012320717068e-24,6.22567223793124e-05,0.999937743277621
0.999999996466437,3.53356347707340e-09,3.54476943235687e-26
0.999999999972229,2.7771181380049e-11,1.0464652882208e-29
2.88303738808504e-08,0.999974492224785,2.54789448409543e-05
3.00019465530445e-26,0.000171858530495958,0.999828141469504
6.32949634220995e-25,6.97812876281751e-07,0.999999302187124
0.999995962950703,4.03704929719905e-06,7.99243203689251e-20
0.00482533036170272,0.995174668201073,1.43722401664009e-09
0.999998909692342,1.09030765850549e-06,4.23601901906749e-21
0.999999967688334,3.23116662720813e-08,3.68958693630012e-23
5.43567514434414e-13,0.997823180740526,0.00217681925893012
6.16345420780969e-35,2.40744376719918e-06,0.999997592556233
7.41601897166927e-30,7.50676809818364e-05,0.999924932319018
0.999999507441722,4.92558278395209e-07,3.5774300289432e-20
1.12521273307409e-30,3.24193137283899e-06,0.999996758068627
0.999999957683821,4.23161785823493e-08,1.48546628260414e-22
0.999668079312108,0.00033192068788027,1.19956104091792e-14
0.999999999149309,8.5069123170233e-10,2.77786485735641e-27
1.43849825963839e-29,5.72990069014486e-05,0.999942700993099
0.999999931680832,6.83191683501214e-08,1.12956603191883e-23
3.24269580504212e-07,0.999995696039666,3.97969075390288e-06
0.999910063027217,8.9936972783426e-05,3.13386681792937e-18
4.53830289391992e-09,0.999999993974896,1.48680141443083e-09
7.68948583381886e-13,0.999926413946125,7.35860531057591e-05
