"cluster_1","cluster_2"
0.999917274424112,8.27255758879844e-05
0.999999871491248,1.28508752419745e-07
1.13160019763238e-06,0.999998868399802
0.999985834744896,1.41652551040148e-05
0.999994887175358,5.11282464229887e-06
0.999998871692448,1.12830755198395e-06
0.9999999974728,2.52720044438242e-09
1.5177610172125e-09,0.999999998482239
0.994646425985425,0.00535357401457525
0.999999999675161,3.24838756461487e-10
0.00175003329308669,0.998249966706913
0.99998380072832,1.61992716800387e-05
0.999999987129656,1.2870343971446e-08
2.95462426462205e-06,0.999997045375735
0.000100059418184139,0.999899940581816
0.999999900273579,9.97264215003265e-08
0.999999511082075,4.88917925319251e-07
0.000712729728076109,0.999287270271924
1.44463886259353e-05,0.999985553611374
0.994849999685535,0.00515000031446484
0.999664679839688,0.000335320160311986
0.000233918360243141,0.999766081639757
0.999997589412045,2.41058795496657e-06
0.999988535223831,1.14647761690019e-05
0.000168182448254631,0.999831817551745
0.999999588895143,4.11104857408948e-07
4.94513451851999e-05,0.999950548654815
0.999964882053837,3.51179461631493e-05
5.97882401262968e-07,0.999999402117599
0.999986868064527,1.31319354726347e-05
0.999869758570011,0.000130241429988969
0.99999954114528,4.58854720098874e-07
5.08425901758783e-06,0.999994915740982
0.999999589027894,4.10972106426005e-07
6.16146450100913e-06,0.999993838535499
0.984344079266729,0.0156559207332712
0.0332506706644406,0.966749329335559
1.17688202911288e-05,0.999988231179709
0.999999946626922,5.33730778607323e-08
0.999736025126866,0.000263974873134359
1.90383359163557e-09,0.999999998096166
5.54125257091395e-05,0.999944587474291
1.24639963811973e-08,0.999999987536004
0.999999977071819,2.29281809071981e-08
4.29181424484281e-07,0.999999570818575
0.999988643510666,1.13564893337699e-05
0.99968401850161,0.000315981498389798
0.999864106678818,0.000135893321181951
0.999999445701932,5.54298067561016e-07
0.999963506394274,3.64936057259598e-05
0.0672346165531003,0.9327653834469
3.25792026240463e-05,0.999967420797376
9.45734762720794e-09,0.999999990542652
0.99999978731493,2.12685069914355e-07
8.11101208131809e-05,0.999918889879187
0.999998819816506,1.18018349355313e-06
0.907807775878618,0.0921922241213825
2.43527726984509e-05,0.999975647227302
5.62058616850623e-11,0.999999999943794
0.999999369542079,6.30457921202643e-07
0.964768457529924,0.035231542470076
0.997413072557999,0.00258692744200081
0.998816169022281,0.00118383097771919
0.999999986639806,1.33601938207424e-08
0.999999996981009,3.01899109941073e-09
0.000129029785685006,0.999870970214315
3.84770796862558e-08,0.99999996152292
0.9999299087255,7.00912744998361e-05
0.999999999727172,2.72828207659206e-10
2.61236228464102e-06,0.999997387637715
2.18826889813447e-06,0.999997811731102
0.00174373053178822,0.998256269468212
1.41206613743288e-06,0.999998587933863
0.774411299379987,0.225588700620012
0.00074963131487098,0.999250368685129
0.999998521754673,1.47824532733946e-06
2.46341737464417e-05,0.999975365826254
1.93018471225371e-07,0.999999806981529
0.99996856443908,3.1435560919833e-05
6.98469452652174e-08,0.999999930153055
0.99999829075265,1.70924735047113e-06
0.0874459738284526,0.912554026171547
0.000494235173888724,0.999505764826111
0.999999971095536,2.89044639768117e-08
0.999993241645827,6.758354172898e-06
0.999998709794646,1.29020535366081e-06
3.13370011208213e-09,0.9999999968663
0.0533279711425668,0.946672028857433
3.8340110170523e-07,0.999999616598898
7.76396945660082e-07,0.999999223603054
0.999844136289126,0.00015586371087382
7.40795817138743e-05,0.999925920418286
6.06379817282606e-06,0.999993936201827
0.998798113515944,0.00120188648405604
0.999999772782588,2.27217412087585e-07
0.999598249569212,0.00040175043078843
1.68924479164814e-07,0.999999831075521
0.999998796952241,1.2030477592295e-06
0.999989907483927,1.00925160731367e-05
0.99997155835967,2.84416403299061e-05
0.999993476401754,6.52359824595307e-06
6.91825354817312e-07,0.999999308174645
1.43246498790557e-07,0.999999856753501
4.70064224737011e-07,0.999999529935775
0.999999860936364,1.39063635999031e-07
0.999998782665285,1.21733471560232e-06
0.999999415281515,5.84718485124852e-07
0.999999960194374,3.98056255934269e-08
0.999999964664824,3.53351761316974e-08
1.83297572548157e-05,0.999981670242745
0.938085384729961,0.0619146152700387
0.999992889107358,7.11089264153741e-06
0.999999505167521,4.94832479045416e-07
0.00160680073428149,0.998393199265719
