"cluster_1","cluster_2","cluster_3"
0.987007182539773,0.0129916177740713,1.19968615600553e-06
0.601125449651031,0.397840459472664,0.00103409087630564
0.214989616650426,0.778701674688705,0.00630870866086908
0.983200539880604,0.0167983329318378,1.12718755780706e-06
1.30122738523343e-07,0.0113415228584919,0.98865834701877
7.95131302727832e-12,0.000255351283186658,0.999744648708862
0.2099089654051,0.78446211769427,0.00562891690062979
0.000801124933561664,0.515955852171621,0.483243022894817
2.96589104463594e-11,0.000254318433736508,0.999745681536604
0.846225397226172,0.153685932719489,8.86700543395749e-05
1.46915592541364e-09,0.00220348719273152,0.997796511338113
0.982269495179137,0.0177288840527327,1.62076813005023e-06
0.859639157681878,0.140288111187023,7.27311310982201e-05
0.425262863707492,0.573010173637872,0.00172696265463609
8.8721876280383e-07,0.0212662787036337,0.978732834077604
0.82107784972187,0.178725100699496,0.000197049578633733
0.934325133317892,0.0656602077859076,1.46588961999863e-05
0.783458178382561,0.216123558191396,0.000418263426043681
5.28756702060016e-10,0.00188369747493976,0.998116301996304
1.97643069486133e-09,0.00157778826981778,0.998422209753752
0.95314323501638,0.0468451033611061,1.16616225137743e-05
0.0937086877080042,0.890059388740079,0.0162319235519164
0.610880432641511,0.388150952728335,0.000968614630153931
0.87494811674137,0.124961485262766,9.03979958639525e-05
0.0310094102188337,0.928555108519387,0.040435481261779
3.368589886789e-07,0.0240536113348067,0.975946051806205
8.21286287892833e-09,0.00445230226355469,0.995547689523583
0.96169247196089,0.0383015370005688,5.99103854158559e-06
1.40304877097228e-08,0.00523089714221093,0.994769088827301
0.993884275172249,0.00611546083983375,2.63987917793202e-07
0.988936348210857,0.0110631657218241,4.86067319109144e-07
0.987099032648807,0.0129001134353363,8.53915856446946e-07
1.57915785289914e-12,5.27162656626844e-05,0.999947283732758
0.560690690666301,0.438221235695188,0.00108807363851136
0.429341501496196,0.568971966421453,0.0016865320823515
0.978187560095634,0.0218090286665134,3.41123785225953e-06
0.239676918597485,0.748483747144867,0.0118393342576478
0.4697248406683,0.528386927145622,0.00188823218607867
0.879569135724478,0.120387349775442,4.35145000803114e-05
1.0695600131774e-06,0.0402432678709995,0.959755662568987
0.0271034297416914,0.894870703549609,0.0780258667086997
8.08045539199506e-10,0.00155244271713503,0.998447556474819
0.0460890494648345,0.906795511317376,0.0471154392177893
0.98906006688585,0.0109396135753735,3.19538776079335e-07
0.00014917668584393,0.257860860417826,0.74198996289633
0.917106434025451,0.0828556507815299,3.79151930187116e-05
0.945684194983804,0.0543035583925201,1.22466236754674e-05
6.48403248596177e-07,0.031476600600435,0.968522750996316
0.650843828994291,0.348662909776173,0.000493261229535703
2.20186781181754e-07,0.0216766545492655,0.978323125263953
1.45488167868545e-07,0.0142309404585231,0.985768914053309
2.3258356598643e-08,0.00672979549404782,0.993270181247596
5.23779554718641e-08,0.00809580305812948,0.991904144563915
0.996655397967251,0.00334452329465158,7.87380976748574e-08
0.0208778465237064,0.893577232601647,0.0855449208746467
0.394808398869919,0.601591432624988,0.0036001685050926
0.999185612382542,0.000814385010588424,2.60686953620721e-09
0.618868795293856,0.380388440729619,0.000742763976524617
0.183588363577571,0.807042703025729,0.00936893339670037
0.000212212340388594,0.264180345982347,0.735607441677265
0.964383443700884,0.0356098962042444,6.66009487127635e-06
0.999856761833977,0.000143238022063232,1.43959501309261e-10
0.934161601195868,0.0658149124637697,2.34863403621877e-05
7.23810563414077e-06,0.072478487253533,0.927514274640833
0.941896270161771,0.0580896596304065,1.40702078227455e-05
0.0274603323406308,0.914113627708815,0.0584260399505546
3.35660566358209e-05,0.215296504856749,0.784669929086615
0.981718808309982,0.0182788040440395,2.38764597882068e-06
0.683471622039695,0.316064050347811,0.000464327612494068
0.115495408152365,0.871867471961473,0.0126371198861621
0.00270477043918851,0.775130234842172,0.22216499471864
0.0158019528087469,0.888316220842634,0.095881826348619
0.308909949579339,0.687054592075433,0.00403545834522768
0.00016413780076933,0.202915146287171,0.796920715912059
0.0484401377915851,0.922325653908185,0.0292342083002301
0.945396306307965,0.0545815861787552,2.21075132797178e-05
0.0112488707371789,0.86194007941096,0.126811049851861
2.40938393236569e-08,0.00844784268837277,0.991552133217788
3.3586335066351e-11,0.00042985358813906,0.999570146378275
0.000187165174679486,0.250415261463721,0.7493975733616
1.43272396567901e-08,0.00619143209157316,0.993808553581187
0.0376546249846011,0.912846747389274,0.0494986276261255
3.46655928718626e-12,0.00011869082391623,0.999881309172617
1.54955282657149e-08,0.00611052542993813,0.993889459074534
0.846372871964151,0.153538643279739,8.84847561102153e-05
0.000580149339100051,0.524738276293385,0.474681574367515
0.0173828702544639,0.850438990537161,0.132178139208375
0.00284501151820201,0.765025395803146,0.232129592678652
0.00250204878208551,0.727308341921094,0.27018960929682
0.299009012847139,0.695846554586222,0.0051444325666396
0.864775506418208,0.135141550467123,8.29431146687616e-05
0.132745141092003,0.854938926700322,0.0123159322076747
0.177611503482432,0.814043241751415,0.00834525476615309
0.992631516293841,0.00736826889897609,2.14807182674808e-07
0.42552229945547,0.572034735383738,0.00244296516079144
0.211349967674132,0.782175301024335,0.00647473130153359
0.0248616920474684,0.918633893681351,0.0565044142711812
6.2564131874615e-05,0.164948072966907,0.834989362901218
0.806187026789639,0.193665177419245,0.000147795791115709
1.88612905167179e-09,0.00182025985282332,0.998179738261048
6.59769624258184e-10,0.00147717092884496,0.998522828411385
0.000828063075405157,0.543417423838968,0.455754513085626
0.0242732869088005,0.917939983650431,0.0577867294407688
1.71229958310713e-06,0.0405300219912064,0.959468265709211
0.645307141862437,0.353930471346798,0.000762386790764631
0.919038230053761,0.0809117950862309,4.99748600085648e-05
0.266293206631878,0.727394677732992,0.00631211563512997
0.982918238780909,0.0170805954982852,1.16572080540251e-06
1.05934374573942e-10,0.000533901293720753,0.999466098600345
0.00847180294646353,0.815809659321719,0.175718537731817
3.28995378065059e-09,0.00227567635262707,0.997724320357419
0.990421550368139,0.00957808584811123,3.63783749450976e-07
0.982933137406437,0.0170653618870269,1.50070653602345e-06
2.01135226019806e-08,0.0056173457209897,0.994382634165488
0.00131166580397196,0.68270854359302,0.315979790603008
2.50744105127366e-10,0.000700876945553067,0.999299122803703
0.0309947397152964,0.937039114210438,0.0319661460742653
0.000405927280887953,0.386617828155258,0.612976244563854
2.84925074783752e-08,0.00668220440289705,0.993317767104596
0.372429857686571,0.623470991116867,0.0040991511965615
2.56513882228683e-08,0.00535652623115343,0.994643448117458
8.3361838424555e-05,0.21245974621109,0.787456891950485
1.11688297309102e-07,0.0146882245295796,0.985311663782123
2.44172043397346e-06,0.0510462701779439,0.948951288101622
0.894988794062716,0.104948871693382,6.23342439016706e-05
0.000972475172441406,0.592156282901244,0.406871241926315
0.436083281706548,0.562003997215712,0.00191272107773957
0.932137811483611,0.0678491463143919,1.30422019971964e-05
0.013807827356624,0.900741455931796,0.0854507167115804
0.933550701217518,0.0664414270899056,7.87169257650013e-06
0.34084704844706,0.655820584573345,0.00333236697959525
0.00617555929964118,0.796552782509562,0.197271658190797
5.68856137404529e-05,0.258039041794011,0.741904072592249
0.900446358971649,0.0994979533394542,5.5687688896608e-05
0.998612001593822,0.00138799082943833,7.57673918869513e-09
9.65054746819347e-08,0.00977495045977604,0.990224953034749
0.7643023736321,0.235412851896363,0.000284774471537062
0.011119244758929,0.845184982227745,0.143695773013326
0.946740622135414,0.0532442107655768,1.51670990096627e-05
6.9684338909435e-09,0.0031319774602148,0.996868015571351
0.0475485722349041,0.913220418117708,0.0392310096473878
0.000352466371803077,0.461746877412192,0.537900656216005
8.70174788196758e-09,0.0043472305664913,0.995652760731761
0.823244238303005,0.176655653727019,0.000100107969975564
0.932848599066241,0.0671360513988348,1.53495349237613e-05
0.414721288447405,0.583113540582031,0.00216517097056397
0.274489261936082,0.718131882941887,0.00737885512203158
0.998685937689454,0.00131405552000391,6.79054170629275e-09
0.0202338580740183,0.91142375840343,0.0683423835225512
0.000905713737679145,0.558679537878319,0.440414748384001
0.709795718326536,0.28960577388951,0.000598507783953787
0.0322538639966516,0.910283290152931,0.057462845850417
0.976963587813502,0.0230326026762595,3.80951023826322e-06
5.31008956241291e-07,0.030106218201179,0.969893250789865
0.970930272252325,0.0290674296552547,2.29809242016006e-06
0.99816688395585,0.00183309899285223,1.70512972861115e-08
0.153925806319838,0.835920267245159,0.0101539264350025
0.0212121697589701,0.91332513852279,0.0654626917182404
0.880758070164671,0.119190688219125,5.12416162037079e-05
0.982864743715297,0.017133743422031,1.51286267169094e-06
0.852233868139803,0.147698533548473,6.75983117242992e-05
3.05311922948723e-08,0.00730337267097396,0.992696596797834
3.6750250590872e-10,0.00116068648228048,0.998839313150217
0.136232119063975,0.843267715713641,0.0205001652223837
9.05003443408832e-08,0.0132315698828358,0.98676833961682
0.152095066345137,0.830111346914685,0.0177935867401778
5.70008207204994e-07,0.0235900135503196,0.976409416441473
0.0597937612183425,0.904104843212481,0.0361013955691767
0.0432379571257911,0.919238557433687,0.0375234854405222
0.0120891407065489,0.853219001057548,0.134691858235903
0.999807119146345,0.000192880665181505,1.88473333242408e-10
9.1084057504082e-07,0.0483089344774739,0.951690154681951
3.23842883074964e-10,0.00108960078192346,0.998910398894234
8.46024064930151e-09,0.00584671112479545,0.994153280414964
0.027556746736785,0.882632784964077,0.0898104682991384
0.382952806986566,0.614443671528173,0.00260352148526071
0.99857812355767,0.00142186223885899,1.42034708594971e-08
5.23901754080999e-05,0.204170213185048,0.795777396639543
0.992197724003233,0.00780196525577786,3.10740988807627e-07
0.99864203620777,0.0013579508377576,1.29544727735471e-08
0.999822513712342,0.000177486128071624,1.59585954133839e-10
0.95527057386112,0.044714742403231,1.46837356484637e-05
0.0300544057065881,0.886816317527361,0.0831292767660508
0.0468765334001385,0.887179715789117,0.065943750810744
0.373288282642748,0.622632979358966,0.00407873799828605
0.988775645306317,0.0112237093904937,6.45303189491038e-07
0.469256469344546,0.528406673080442,0.00233685757501192
0.88010227620939,0.119783351382173,0.000114372408437246
0.0245711010317163,0.924809109381784,0.0506197895864999
0.00152454113192885,0.57788651665637,0.420588942211701
0.612394225472989,0.386371059209057,0.0012347153179536
0.987531433337136,0.012467769374661,7.97288203064832e-07
3.33106734024437e-05,0.148936312814652,0.851030376511946
0.32443234304472,0.67115684342396,0.00441081353131959
0.175612508306227,0.809724420134188,0.0146630715595849
0.246161894607067,0.744983316850371,0.00885478854256181
2.13472854286758e-09,0.00294120513670027,0.997058792728571
0.0040932879391247,0.760622036703849,0.235284675357026
0.939049030234402,0.0609354402623535,1.55295032441149e-05
0.986504123771222,0.0134949411852405,9.35043537914589e-07
0.415362842354893,0.582046071349345,0.0025910862957619
7.4180334468397e-06,0.0872590504215769,0.912733531544976
0.283250779755473,0.711078235825617,0.00567098441891012
2.7629044647867e-10,0.000908072859122212,0.999091926864587
0.00321532256975582,0.764487641676334,0.23229703575391
2.25734934271824e-08,0.00776542173973242,0.992234555686774
0.877496569466748,0.122449147900525,5.42826327270973e-05
2.61466174281421e-08,0.00640211393603061,0.993597859917352
0.0581117322090015,0.897821520352056,0.0440667474389423
1.75740137258343e-05,0.169184947589488,0.830797478396786
2.29915454797995e-10,0.000602093057158885,0.999397906712926
7.06086098257547e-10,0.00217644824438237,0.997823551049532
1.58432477937155e-08,0.00397218524261293,0.996027798914139
0.891501037370395,0.108464113449828,3.48491797764067e-05
3.55238630873681e-12,7.08234239689833e-05,0.999929176572479
0.269499089550023,0.725345364645107,0.00515554580487024
0.0119503088030345,0.8342499711834,0.153799720013565
4.90837315652479e-06,0.0842122657788752,0.915782825847968
5.35625417367466e-08,0.00915049827927664,0.990849448158182
0.998921048355353,0.00107894346889545,8.17575196783414e-09
3.63555798415516e-05,0.244727317090014,0.755236327330144
0.00235913790930463,0.626043965677252,0.371596896413444
9.890010591997e-11,0.000464358068756358,0.999535641832343
0.981028375029545,0.0189697670326503,1.85793780457822e-06
0.110891212653367,0.87371114052822,0.015397646818413
0.989650409195716,0.0103493049907207,2.85813563550892e-07
0.177141418386041,0.811061297622948,0.0117972839910112
0.236901989064527,0.755445009381785,0.00765300155368807
0.0476232193383798,0.913208303000539,0.0391684776610812
0.0413749065941998,0.919398347303596,0.0392267461022043
2.26027642652863e-09,0.00259508487137105,0.997404912868353
0.00836823630115916,0.793120032893649,0.198511730805191
0.00672456045437755,0.840500323310603,0.15277511623502
0.695453667714944,0.304123831519306,0.00042250076574979
0.614310250346835,0.384743380715143,0.000946368938022005
0.88500001788329,0.11489533602558,0.000104646091129913
0.000305252695446657,0.383607590607553,0.616087156697001
0.983218686006468,0.0167793050889541,2.00890457829348e-06
1.45937247004787e-09,0.00135593617693657,0.998644062363691
6.83720031038506e-09,0.00499675848506022,0.995003234677739
0.139726422346955,0.846723343530706,0.0135502341223391
4.66587706438114e-13,5.06743575739297e-05,0.999949325641959
0.0660180356641449,0.906161501181112,0.0278204631547427
0.0631306091488048,0.91159527210302,0.0252741187481752
6.26508505034206e-08,0.00885082583376689,0.991149111515383
6.69762555061688e-08,0.0120141006401165,0.987985832383628
0.444415670363529,0.552882966419845,0.00270136321662523
0.000577751804049459,0.483123036954372,0.516299211241579
2.32622933930534e-12,0.000102292101967744,0.999897707895706
0.819335826097323,0.180462846723512,0.000201327179164426
2.73549126499498e-12,0.00012269408652522,0.999877305910739
0.2143957949293,0.779268804794628,0.00633540027607169
0.186147112714119,0.80604597918068,0.00780690810520105
7.91794466191073e-06,0.0756751091020992,0.924316972953239
0.016506370311868,0.878834260253986,0.104659369434146
0.822662413293889,0.177264248121525,7.33385845861616e-05
0.615720011958333,0.383648701590673,0.000631286450993794
9.77472568462228e-08,0.0178320283498819,0.982167873902861
0.000235504958753463,0.294183061642433,0.705581433398813
3.75668937333707e-09,0.00217460673925592,0.997825389504055
0.980295956813086,0.0197012654409558,2.77774595816061e-06
0.180288439316644,0.810098751565387,0.00961280911796867
0.000711744825106118,0.559464990050442,0.439823265124451
0.790760983583077,0.209063424030745,0.000175592386177582
4.00554062646486e-06,0.0724326804576743,0.927563314001699
0.00178696790949088,0.65212534019103,0.346087691899479
0.997076212612781,0.00292372724120596,6.01460130191933e-08
0.189020425315669,0.803342820055647,0.00763675462868366
0.999035517200313,0.000964476267423832,6.53226287740802e-09
0.766826979191369,0.232814995883732,0.000358024924898434
0.351676829166433,0.646345681824322,0.00197748900924476
0.981088913015084,0.0189096555724506,1.43141246517616e-06
3.07425420787759e-06,0.0539266259976966,0.946070299748096
0.0172241125630328,0.893734475102588,0.0890414123343792
0.967624440325805,0.0323700747665199,5.48490767513728e-06
8.27265382329373e-10,0.0015707826754821,0.998429216497252
0.035689555625352,0.903859512805227,0.060450931569421
1.31110389900728e-07,0.0135143794915404,0.98648548939807
5.02691415836528e-06,0.072413710953675,0.927581262132167
1.80858699007524e-11,0.00023240970785528,0.999767590274059
1.3187524060458e-08,0.0034127766776373,0.996587210134839
0.448100819559132,0.549255077565885,0.00264410287498383
5.08539381826125e-05,0.18056831895413,0.819380827107687
0.962844835920079,0.0371479046739336,7.25940598764406e-06
0.0088268279690563,0.838306482691662,0.152866689339281
0.00487710698834371,0.784863907777524,0.210258985234132
1.06857254442124e-05,0.115524598189846,0.88446471608471
0.00803209774923327,0.871203809068008,0.120764093182758
